source_system,source_occ_code,source_occ_title,census_occ_code_range,soc_major_group_code,soc_major_group_title,occ22_id,occ22_label,is_military_excluded,notes
CPS_PEIO1OCD_2018,5110,Billing and posting clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5120,"Bookkeeping, accounting, and auditing clerks",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5130,Gambling cage workers,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5140,Payroll and timekeeping clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5150,Procurement clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5160,Tellers,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5165,"Financial clerks, all other",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5200,Brokerage clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5210,Correspondence clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5220,"Court, municipal, and license clerks",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5230,"Credit authorizers, checkers, and clerks",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5240,Customer service representatives,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5250,"Eligibility interviewers, government programs",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5260,File clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5300,"Hotel, motel, and resort desk clerks",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5310,"Interviewers, except eligibility and loan",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5320,"Library assistants, clerical",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5330,Loan interviewers and clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5340,New accounts clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5350,Order clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5360,"Human resources assistants, except payroll and timekeeping",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5400,Receptionists and information clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5410,Reservation and transportation ticket agents and travel clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5420,"Information and record clerks, all other",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5500,Cargo and freight agents,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5510,Couriers and messengers,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5521,Public safety telecommunicators,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5522,"Dispatchers, except police, fire, and ambulance",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5530,"Meter readers, utilities",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5540,Postal service clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5550,Postal service mail carriers,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5560,"Postal service mail sorters, processors, and processing machine operators",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5600,"Production, planning, and expediting clerks",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5610,"Shipping, receiving, and inventory clerks",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5630,"Weighers, measurers, checkers, and samplers, recordkeeping",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5710,Executive secretaries and executive administrative assistants,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5720,Legal secretaries and administrative assistants,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5730,Medical secretaries and administrative assistants,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5740,"Secretaries and administrative assistants, except legal, medical, and executive",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5810,Data entry keyers,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5820,Word processors and typists,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5830,Desktop publishers,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5840,Insurance claims and policy processing clerks,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5850,"Mail clerks and mail machine operators, except postal service",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5860,"Office clerks, general",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5900,"Office machine operators, except computer",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5910,Proofreaders and copy markers,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5920,Statistical assistants,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5940,"Office and administrative support workers, all other",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6005,"First-line supervisors of farming, fishing, and forestry workers",,45-0000,"Farming, Fishing, and Forestry Occupations",18,"Farming, Fishing, and Forestry Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6010,Agricultural inspectors,,45-0000,"Farming, Fishing, and Forestry Occupations",18,"Farming, Fishing, and Forestry Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6020,Animal breeders,,45-0000,"Farming, Fishing, and Forestry Occupations",18,"Farming, Fishing, and Forestry Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6040,"Graders and sorters, agricultural products",,45-0000,"Farming, Fishing, and Forestry Occupations",18,"Farming, Fishing, and Forestry Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6050,Miscellaneous agricultural workers,,45-0000,"Farming, Fishing, and Forestry Occupations",18,"Farming, Fishing, and Forestry Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6115,Fishing and hunting workers,,45-0000,"Farming, Fishing, and Forestry Occupations",18,"Farming, Fishing, and Forestry Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6120,Forest and conservation workers,,45-0000,"Farming, Fishing, and Forestry Occupations",18,"Farming, Fishing, and Forestry Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6130,Logging workers,,45-0000,"Farming, Fishing, and Forestry Occupations",18,"Farming, Fishing, and Forestry Occupations",false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6200,First-line supervisors of construction trades and extraction workers,,47-0000,Construction and Extraction Occupations,19,Construction and Extraction Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6210,Boilermakers,,47-0000,Construction and Extraction Occupations,19,Construction and Extraction Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6220,"Brickmasons, blockmasons, and stonemasons",,47-0000,Construction and Extraction Occupations,19,Construction and Extraction Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6230,Carpenters,,47-0000,Construction and Extraction Occupations,19,Construction and Extraction Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6240,"Carpet, floor, and tile installers and finishers",,47-0000,Construction and Extraction Occupations,19,Construction and Extraction Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6250,"Cement masons, concrete finishers, and terrazzo workers",,47-0000,Construction and Extraction Occupations,19,Construction and Extraction Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6260,Construction laborers,,47-0000,Construction and Extraction Occupations,19,Construction and Extraction Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,6305,Construction equipment operators,,47-0000,Construction and Extraction Occupations,19,Construction and Extraction Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
